,CustomerDetail,Comment,CommentClass,ProductID
1202,D** M**|21 Nisan 2021|LAV satıcısından alındı.,"Çok iyi paketleme, fiyat performans ürünü çok güzel ele oturuyor","['iyipaketleme','fiyatperformans']",28
1203,**** ****|20 Nisan 2021|LAV satıcısından alındı.,Paketleme güzeldi ve gerçekten çok güzeller.,['iyipaketleme'],28
1204,E** A**|20 Nisan 2021|LAV satıcısından alındı.,İyi paketleme cok uygun fiyata cok kaliteli ürünler ✌🏼😍,"['iyipaketleme','uygunfiyat','fiyatperformans','kaliteliürün']",28
1205,Şahsenem Yüksel|19 Nisan 2021|LAV satıcısından alındı.,Günlük kullanım için çok uygun paketleme ve kargolama süper,"['iyipaketleme','günlükkullanım']",28
1206,M** v**|18 Nisan 2021|LAV satıcısından alındı.,Çok güzel paketlenmisti iki koliyle geldi bardakların kalitesinide çok beğendim teşekkür ederim,['iyipaketleme'],28
1207,ilknur Soylar|17 Nisan 2021|LAV satıcısından alındı.,Çok güzel paketlenmiş ama büyük bardağım bir tanesi kırık geldi.Sanırım kargoda düşürmüşler 🥲,"['iyipaketleme','kırıkgeldi']",28
1208,a** e**|17 Nisan 2021|LAV satıcısından alındı.,Mükemmel bir ürün ve paketlenmesi çok özenerek yapılmıştı. Ellerinize sağlık.,['iyipaketleme'],28
1209,G** Ö**|17 Nisan 2021|LAV satıcısından alındı.,"Günlük su takımı arayanlar için çok güzel ürün.Çok güzel paketlenmişti, kırık olmadan elime ulaştı.","['iyipaketleme','ürüngüzel']",28
1210,H** U** Ş**|17 Nisan 2021|LAV satıcısından alındı.,Bence çok iyi günlük kullanım için aldım gayet güzel kaliteli cam kırıksız geldi paketleme güzeldi,"['iyipaketleme','kaliteliürün','günlükkullanım']",28
1211,u** y**|16 Nisan 2021|Maxikazanç satıcısından alındı.,Hiç kırıksız geldi güzel paketlenmiş teşekkür ederim,['iyipaketleme'],28
1212,M** a**|16 Nisan 2021|LAV satıcısından alındı.,paketleme gayet güzel çok hızlı bir şekilde elime ulaştı,['iyipaketleme'],28
1213,**** ****|15 Nisan 2021|LAV satıcısından alındı.,Teşekkürler çok beğendim. Çok güzel paketlenmiş ti. Kargoda erken getirdi,['iyipaketleme'],28
1214,E** T**|14 Nisan 2021|LAV satıcısından alındı.,ürün sorunsuz ve güzel paketleme ile hizli kargoyla geldi tesekkurler,['iyipaketleme'],28
1215,Y** T**|14 Nisan 2021|LAV satıcısından alındı.,Paketlemesi çok iyiydi. Bu fiyata bu kadar bardak kaçırılmaz. Boyutları da çok iyi tam günlük,['iyipaketleme'],28
1216,Yaren Körmeçli|14 Nisan 2021|LAV satıcısından alındı.,"Ürün o kadar güzel paketlenmişti ki, fiyat ve ürün kalitesi Harika 🥰",['iyipaketleme'],28
1217,B** E**-Elite Üye|14 Nisan 2021|LAV satıcısından alındı.,İndirimde aldık çok güzel paketlenmişti sorunsuz elime ulaştı. Tşkederim,['iyipaketleme'],28
1218,Selen Kısır|14 Nisan 2021|LAV satıcısından alındı.,Fiyata göre çok iyi paketlenmesi de iyi tam takım,"['iyipaketleme','fiyatperformans']",28
1219,**** ****|14 Nisan 2021|LAV satıcısından alındı.,ürünler eksiksiz ve sağlam geldi paketleme güzel çeyiz için almıştım çizik vs yok,"['iyipaketleme','sağlamgeldi']",28
1220,**** ****|12 Nisan 2021|LAV satıcısından alındı.,Ürün kaliteli paketlemesi iyi gayet kullanışlı bir ürün,"['iyipaketleme','kaliteliürün']",28
1221,samet nur|12 Nisan 2021|LAV satıcısından alındı.,bu bardaklar bir efsane güzel paketleme kusursuz ürün,['iyipaketleme'],28
1222,**** ****|12 Nisan 2021|LAV satıcısından alındı.,Malesef kırık birkaç bardak vardı paketleme güzel yapılmamış,['iyipaketleme'],28
1223,**** ****|11 Nisan 2021|LAV satıcısından alındı.,"Beklediğim gibi geldi, güzel paketlenmiş hızlı teslimat, teşekkürler","['iyipaketleme','hızlıteslimat']",28
1224,Zeynep Özer-Elite Üye|10 Nisan 2021|LAV satıcısından alındı.,paketleme çok güzeldi. eksizsiz ve sorunsuz geldi. satıcıya teşekkürler.,['iyipaketleme'],28
1225,**** ****|10 Nisan 2021|Maxikazanç satıcısından alındı.,Ürün çok güzel ve çok iyi paketlenmişti emeğinize sağlık çok teşekkürler.,"['iyipaketleme','ürüngüzel']",28
1226,A** T**|10 Nisan 2021|LAV satıcısından alındı.,Lav kalitesi süper. Paketleme ozenliydi sağlam ve hızlı bir şekilde geldi. Tesekkurler,"['iyipaketleme','kaliteliürün']",28
1227,ş** b**|9 Nisan 2021|Maxikazanç satıcısından alındı.,hızlı kargo sağlam paketleme teşekkür ederim,"['iyipaketleme','hızlıteslimat']",28
1228,çağlar eker|9 Nisan 2021|LAV satıcısından alındı.,"Harika paketleme, harika ürün. Tereddütsüz alın.",['iyipaketleme'],28
1229,**** ****|9 Nisan 2021|LAV satıcısından alındı.,özenli paketleme gerçekten çok beğendim tereddüt etmeden alın derim ❤️,['iyipaketleme'],28
1230,eylül nazlı küpelii|9 Nisan 2021|LAV satıcısından alındı.,ürünler gayet güzel paketleme de iyiydi bardaklar şık ve kalın,['iyipaketleme'],28
1231,seçil yılmaz|8 Nisan 2021|LAV satıcısından alındı.,alınnnnn çok güzel paketlemesi falan harika,['iyipaketleme'],28
1232,c** o**|8 Nisan 2021|LAV satıcısından alındı.,"Modeli çok beğendim , sağlam geldi güzel paketlenmişti","['iyipaketleme','sağlamgeldi']",28
1233,Dilan Dalgıç|8 Nisan 2021|LAV satıcısından alındı.,Çeyizime aldım kırılmadan geldi güzel paketlenmiş,['iyipaketleme'],28
1234,**** ****|7 Nisan 2021|LAV satıcısından alındı.,Harika paketleme güzel kaliteli ürün en küçük boyu bile normal kahve yanı bardaklarından büyük,"['iyipaketleme','kaliteliürün']",28
1235,**** ****|6 Nisan 2021|LAV satıcısından alındı.,Hızlı bir şekilde teslimatı yapıldı güzel paketlenmişti teşekkürler.,['iyipaketleme'],28
1236,T** D**|6 Nisan 2021|LAV satıcısından alındı.,"Bardaklar tek kelimeyle harika. Hızlı kargo, özenle paketlenmiş, çok şık duruyorlar. Bayıldımmmmmm.","['iyipaketleme','hızlıteslimat']",28
1237,Çağlanur Gök|6 Nisan 2021|LAV satıcısından alındı.,Paketleme çok iyi bir şekilde yapılmış. Hiç hasar almamıştı. Fiyatına göre çok çok güzel bir set,['iyipaketleme'],28
1238,**** ****|6 Nisan 2021|LAV satıcısından alındı.,Teşekkür ederim harika bi ürün harika paketleme hepsi sağlam geldi.,"['iyipaketleme','sağlamgeldi']",28
1239,R** D**|6 Nisan 2021|LAV satıcısından alındı.,"Paketleme çok özenliydi en ufak çizik bile yok.Bardaklar çok şık ve güzel , emeğinize sağlık 👍",['iyipaketleme'],28
1240,Tuğba Ergün|6 Nisan 2021|LAV satıcısından alındı.,Çok güzel paketlenmiş ve hızlı bir şekilde geldi,['iyipaketleme'],28
1241,Ayşe AKYOL|5 Nisan 2021|LAV satıcısından alındı.,"Paketleme iyi yapıladığı için bir bardak kırık çıktı, yazık..",['iyipaketleme'],28
1242,Merve gamze Çelik|5 Nisan 2021|LAV satıcısından alındı.,İki takım aldım bayıldım. Çok güzel paketlenmiş özen gösterilmiş.,['iyipaketleme'],28
1243,Kadriye YİGİT|4 Nisan 2021|LAV satıcısından alındı.,Çok güzel tavsiye ederim misafir için aldım paketleme çok özenliydi,['iyipaketleme'],28
1244,**** ****|2 Nisan 2021|LAV satıcısından alındı.,urun kaliteli bayıldım paketleme mükemmel kusursuz elime ulaştı teşekkürler,"['iyipaketleme','kaliteliürün']",28
1245,**** ****|2 Nisan 2021|LAV satıcısından alındı.,5 yıldızlık çok beğendim göründüğü gibi özenle paketlenmiş geldi memnunuz tavsiye ederim,['iyipaketleme'],28
1246,Zehra Tunç-Elite Üye|1 Nisan 2021|LAV satıcısından alındı.,Paketleme çok güzel fiyatına göre harika bir ürün,"['iyipaketleme','fiyatperformans']",28
1247,S** Ç**|1 Nisan 2021|LAV satıcısından alındı.,teşekkür ediyorum paketleme çok güzel ürün göründüğü gibi,"['iyipaketleme','ürüngüzel']",28
1248,H** D**|31 Mart 2021|LAV satıcısından alındı.,ikinci defadir alıyorum paketleme güzel bardaklar güzel teşekkürler trendyol,['iyipaketleme'],28
1249,F** Y**|31 Mart 2021|LAV satıcısından alındı.,Fiyata göre oldukça güzel bir ürün tavsiye ederim paketlenmesi oldukça iyiydi,"['iyipaketleme','ürüngüzel','fiyatperformans']",28
1250,Betül Kahriman|31 Mart 2021|LAV satıcısından alındı.,harikalar 0 kirik 0 hata guzel paketleme cok kullanislilar indirimden almıştım teşekkürler 🙏♥️,['iyipaketleme'],28
1251,Burçin Çolak|30 Mart 2021|LAV satıcısından alındı.,Hediye olarak aldım ve çok beğenildi paketleme süper,['iyipaketleme'],28
1252,**** ****|30 Mart 2021|LAV satıcısından alındı.,beklediğimden bile güzel geldi kargolama paketleme de süper hızlı teslimat çok teşekkürler,['iyipaketleme'],28
1253,**** ****|29 Mart 2021|LAV satıcısından alındı.,"Çabuk kargo, ürün iyi paketlenmiş, ucuz fiyat ve Trendyol güvencesi ❤️❤️",['iyipaketleme'],28
1254,**** ****|29 Mart 2021|LAV satıcısından alındı.,Harika paketleme sorunsuz teslimat gorseldekiyle ayni severek kullaniyorum,['iyipaketleme'],28
1255,k** Ş**|29 Mart 2021|LAV satıcısından alındı.,ürünü hediye aldım. arkdaşım çok begendi ve paketleme özenliydi dedi. teşekkür ederim trendyol.,['iyipaketleme'],28
1256,**** ****|29 Mart 2021|LAV satıcısından alındı.,ürünün hem fiyatı uygun hemde göründüğü gibi paketleme harika hiç kırık yoktu,"['iyipaketleme','uygunfiyat']",28
1257,n** n** ö**|29 Mart 2021|LAV satıcısından alındı.,Bardaklarım sorunsuz geldi iyi paketlenmişti teşekkürler satıcı ve trendyol 💚,['iyipaketleme'],28
1258,**** ****|25 Mart 2021|LAV satıcısından alındı.,çok sağlam paketleme özenli gönderim teşekkürler ☺️,['iyipaketleme'],28
1259,**** ****|25 Mart 2021|LAV satıcısından alındı.,2 tane aldım çeyiz için. Çok güzel geldiler. Paketlenmesi güzeldi.,['iyipaketleme'],28
1260,S** K**|25 Mart 2021|LAV satıcısından alındı.,Kırılmadan geldi çok özenli paketlenmişti fiyatı da piyasadaysa göre çok uygun teşekkürler,['iyipaketleme'],28
1261,**** ****|24 Mart 2021|uzun züc satıcısından alındı.,Sade ve şık paketlemesi de özenliydi teşekkürler 😊,['iyipaketleme'],28
1262,**** ****|24 Mart 2021|LAV satıcısından alındı.,hızlı gonderim ve güzel paketleme teşekkürler,"['iyipaketleme','hızlıteslimat']",28
1263,H** K**|24 Mart 2021|LAV satıcısından alındı.,begendim ama paketleme hic guzel deill iyki kirilmamis,['iyipaketleme'],28
1264,B** M**|23 Mart 2021|LAV satıcısından alındı.,Çok güzel paketlenmiş. Eksiksiz geldi.Teşekkürler :),['iyipaketleme'],28
1265,**** ****|22 Mart 2021|LAV satıcısından alındı.,paketleme guzel urunler guzel tesekkurler,['iyipaketleme'],28
1266,**** ****|22 Mart 2021|bilmar market satıcısından alındı.,Klasik ve şık. Günlük kullanım için uygun. Paketleme çok iyi. Tavsiye ediyorum.,"['iyipaketleme','günlükkullanım']",28
1267,**** ****|22 Mart 2021|LAV satıcısından alındı.,Bayıldım fiyatı çok uygundu güzel paketlenmişti kırık falan çıkmadı içinden tavsiyem size tavsiyem,"['iyipaketleme','uygunfiyat']",28
1268,e** t**|21 Mart 2021|LAV satıcısından alındı.,ürün çok beğendik ve paketlemesi de çok güzel idi teşekkürler,['iyipaketleme'],28
1269,s** a**-Elite Üye|21 Mart 2021|LAV satıcısından alındı.,kesinlikle alinmasi gerekli guzel paketleme teşekkürler LAV ve trendyol,['iyipaketleme'],28
1270,**** ****|20 Mart 2021|Markam Burada satıcısından alındı.,Bardaklardan biri kırık gönderildi sağlam paketleme yapılmamıştı iade ettik.,['iyipaketleme'],28
1271,SİNEM CEYLAN|20 Mart 2021|LAV satıcısından alındı.,paketleme güzel kullanışlı ve kaliteli tavsiye ederim,['iyipaketleme'],28
1272,E** S**|20 Mart 2021|LAV satıcısından alındı.,Paketleme gayet özenliydi. Hiçbir hasar olmadan geldi. Çok beğendim.,['iyipaketleme'],28
1273,G** E**|19 Mart 2021|LAV satıcısından alındı.,paketleme çok iyi olduğu için hasar yoktu bardaklarda çok güzel,['iyipaketleme'],28
1274,F** A**|19 Mart 2021|LAV satıcısından alındı.,"indirimde aldığım ürünlerden çok memnunum, çok güzel paketlenmiş ve kırılmadan elime ulaştı",['iyipaketleme'],28
1275,K** Ö**|18 Mart 2021|LAV satıcısından alındı.,Paketleme çok iyiydi ve kısa süre içinde elime ulaştı teşekkürler,['iyipaketleme'],28
1276,sena kırcalı|18 Mart 2021|LAV satıcısından alındı.,Çok güzel paketlenmişti kargoda çok hızlıydı 👍🏻,['iyipaketleme'],28
1277,**** ****|18 Mart 2021|LAV satıcısından alındı.,Hızlı kargo mukemmel paketleme tesekkurler,"['iyipaketleme','hızlıteslimat']",28
1278,c** k**|18 Mart 2021|LAV satıcısından alındı.,bardaklar çok şık çok beğendim güzel paketlenmişti hiçbir kırılma falan olmamış,['iyipaketleme'],28
1279,**** ****|18 Mart 2021|LAV satıcısından alındı.,Bardaklar göründüğü gibi geldi gayet güzel paketlenmişti teşekkürler,['iyipaketleme'],28
1280,Feride Öztürk|18 Mart 2021|LAV satıcısından alındı.,Ürün beklediğim gb geldi güzel paketlenmişti ve herhangi bir kırık yoktu,['iyipaketleme'],28
1281,**** ****|17 Mart 2021|LAV satıcısından alındı.,Hasarsız geldi paketleme çok güzeldi. Boy olarak bence çok iyiler alın aldırın 🤩,['iyipaketleme'],28
1282,N** Y**|17 Mart 2021|LAV satıcısından alındı.,"Çok çok çok kaliteli , Harika paketleme , Harika fiyat 👌🏻","['iyipaketleme','uygunfiyat']",28
1283,**** ****|17 Mart 2021|LAV satıcısından alındı.,paketleme çok iyiydi kırılmasına imkan yoktu boyutları çok ideal her mutfakta olması gereken boyutlar,['iyipaketleme'],28
1284,T** K**|17 Mart 2021|LAV satıcısından alındı.,Sağlam bir şekilde geldi güzel paketlenmiş teşekkürler,['iyipaketleme'],28
1285,**** ****|17 Mart 2021|LAV satıcısından alındı.,cok güzel paketlenmis çok beğendim ideal boyutları,['iyipaketleme'],28
1286,**** ****|16 Mart 2021|LAV satıcısından alındı.,Paketleme harikaydı ürünlerim sağlam bir şekilde elime ulaştı çok güzellerdi,['iyipaketleme'],28
1287,B** A**|16 Mart 2021|LAV satıcısından alındı.,Fiyati çok uygun. Paketlemesi ozenliydi.🌸,"['iyipaketleme','uygunfiyat']",28
1288,**** ****|16 Mart 2021|LAV satıcısından alındı.,Paketleme daha iyi olabilirdi. Şansa kırılmamıştı. Bardaklar gayet kaliteli ve şık,['iyipaketleme'],28
1289,E** K**|16 Mart 2021|LAV satıcısından alındı.,paketleme cok güzeldi bu fiyata gayet iyi hepsi çok güzel.,"['iyipaketleme','fiyatperformans']",28
1290,**** ****|16 Mart 2021|Maxikazanç satıcısından alındı.,paketleme çok güzel kargo hızlı ürünler harika her evde bulunmalı kesinlikle anneme de hediye aldım,"['iyipaketleme','hızlıteslimat']",28
1291,hatice demir|16 Mart 2021|LAV satıcısından alındı.,paketleme çok guzel özenilmiş. tek kelimeyle harika. gönül rahatlığıyla alınabilir.,['iyipaketleme'],28
1292,rs.blogg-Fenomen|16 Mart 2021|LAV satıcısından alındı.,Hepsi özenle paketlenmiş ve hiç kırık yoktu kartona güzel sarmışlar 🌸,['iyipaketleme'],28
1293,G** K**-Elite Üye|16 Mart 2021|LAV satıcısından alındı.,"çok güzel paketleme yapılmış, çok memnun kaldım","['iyipaketleme','ürüngüzel']",28
1294,ö** f** s**|15 Mart 2021|LAV satıcısından alındı.,hizli ve ozenle paketlenmis kargo. tesekkurler,['iyipaketleme'],28
1295,**** ****|15 Mart 2021|LAV satıcısından alındı.,Hızlı kargo özenli paketleme çeyizim için aldım çok güzel boyutları çok ideal tavsiye ederim,"['iyipaketleme','hızlıteslimat']",28
1296,Aleyna Tonya|15 Mart 2021|LAV satıcısından alındı.,"Güzel paketleme için teşekkür ederim hiç kırık çıkmadı, kahve yanı bardakları biraz küçük",['iyipaketleme'],28
1297,**** ****|15 Mart 2021|LAV satıcısından alındı.,Kırılmadan geldi paketleme çok özenliydi teşekkürler,['iyipaketleme'],28
1298,Ö** A**|15 Mart 2021|LAV satıcısından alındı.,Ürün çok güzel paketleme çok iyi fiyatına göre baya iyi,"['iyipaketleme','ürüngüzel','fiyatperformans']",28
1299,Tuğçe Bozkurt|15 Mart 2021|LAV satıcısından alındı.,Çok şık duruyorlar ve güzel paketlenmiş 👍🏻,['iyipaketleme'],28
1300,Ö** S** D** Ç**-Elite Üye|15 Mart 2021|LAV satıcısından alındı.,Paketleme gayet güzeldi bardaklar çok hoş,['iyipaketleme'],28
1301,**** ****|14 Mart 2021|LAV satıcısından alındı.,çok şık duruyor hızlı ulaştı çok güzel paketlenmiş,"['iyipaketleme','hızlıteslimat','şıkduruyor']",28
1302,Ş** Ç**|14 Mart 2021|LAV satıcısından alındı.,ikinci ürünü sipariş verdim kargo hızlı ve güzel paketlenmiş,"['iyipaketleme','hızlıteslimat']",28
1303,**** ****|14 Mart 2021|Markam Burada satıcısından alındı.,bardak boyları ve fiyat mükemmel. paketleme başarılı sıfır kırık 👍,['iyipaketleme'],28
1304,K** Ö**|14 Mart 2021|LAV satıcısından alındı.,Güzel paketleme ancak bardağın birinde hafif çatlak vardı nasıl oldu anlamadım.,['iyipaketleme'],28
1305,bahar veyisoglu-Elite Üye|14 Mart 2021|LAV satıcısından alındı.,ikinci kez aliyorum cok kulanisli ve dayanikli .paketleme harika hizli teslimat tesekkur ederim,['iyipaketleme'],28
1306,Melis Akdemir|13 Mart 2021|LAV satıcısından alındı.,Paketleme harika hep korkuyodum kirim gelir diye indirimdeyken alın kizlar lav kalitesi,['iyipaketleme'],28
1307,**** ****|12 Mart 2021|LAV satıcısından alındı.,ürün çok güzel paketleme özenli aynı görselde ki gibi,"['iyipaketleme','ürüngüzel']",28
1308,**** ****|12 Mart 2021|LAV satıcısından alındı.,harika bir urun hızlı kargo ve iyi paketleme icin ayrıca tesekkur ederim..kırıksız teslim aldım,"['iyipaketleme','hızlıteslimat']",28
1309,A** K**|12 Mart 2021|LAV satıcısından alındı.,Çok güzel paketlenmiş bi şekilde sapasağlam geldi teşekkür ederim.,"['iyipaketleme','sağlamgeldi']",28
1310,TUĞBA ÇELİK|12 Mart 2021|LAV satıcısından alındı.,Şık ve kaliteli. Paketlenmesi de gayet iyiydi. Teşekkürler:),['iyipaketleme'],28
1311,MELİHA BİNGÖLOĞLU|12 Mart 2021|LAV satıcısından alındı.,beklediğim gibi gayet güzel paketleme güzel hız güzel emeğinize sağlık,['iyipaketleme'],28
1312,**** ****|11 Mart 2021|LAV satıcısından alındı.,kirik gelir korkusuyla aldım ama çok güzel paketlenmiş geldi görselin aynısı çok beğendim,['iyipaketleme'],28
1313,**** ****|11 Mart 2021|LAV satıcısından alındı.,güzel paketlenmiş hızlı kargo bardaklar çok hoş,"['iyipaketleme','hızlıteslimat']",28
1314,**** ****|11 Mart 2021|LAV satıcısından alındı.,Gayet güzel paketlenmiş sağlam bi şekilde gelde çok uygun fiyatına göre,"['iyipaketleme','uygunfiyat','fiyatperformans']",28
1315,M** S**|11 Mart 2021|LAV satıcısından alındı.,çok şık duruyolar çok begendim paketleme de süperdi.,['iyipaketleme'],28
1316,i** m**-Elite Üye|11 Mart 2021|LAV satıcısından alındı.,paketleme cok iyi yapilmis ürünlerde hiç hasar yok,['iyipaketleme'],28
1317,**** ****|11 Mart 2021|LAV satıcısından alındı.,3 gün içinde teslim edildi paketleme harikaydı güvenle sAtın alabilirsiniz,"['iyipaketleme','iyipaketleme']",28
1318,Ö** B**|11 Mart 2021|LAV satıcısından alındı.,Paketlemesi güzeldi gayet güzel ve şık bir takım fiyatıda oldukça uygun kaçırmayın alın derim 👍🏻,"['iyipaketleme','şıkduruyor']",28
1319,**** ****|11 Mart 2021|LAV satıcısından alındı.,Paketleme güzeldi. Kırık yoktu. Gayet güzel ve şık..,['iyipaketleme'],28
1320,**** ****|10 Mart 2021|LAV satıcısından alındı.,çok özenli paketlenmis tesekkür ederim saglam geldi,"['iyipaketleme','sağlamgeldi']",28
1321,d** k**|10 Mart 2021|LAV satıcısından alındı.,son derece guzel paketlenmis kargolanmis tam istedigim gibi,['iyipaketleme'],28
1322,**** ****|9 Mart 2021|LAV satıcısından alındı.,Paketlenmesi güzel herhangi bir hasar yok. Çok şık,['iyipaketleme'],28
1323,**** ****|9 Mart 2021|LAV satıcısından alındı.,fiyatına göre uygun bi ürün güzel paketleme teşekkür ederim🙏,"['iyipaketleme','ürüngüzel','fiyatperformans']",28
1324,**** ****|9 Mart 2021|LAV satıcısından alındı.,Ürün çok güzel paketlenmişti ve çok sağlam geldi. Teşekkürler,"['iyipaketleme','ürüngüzel','sağlamgeldi']",28
1325,**** ****|9 Mart 2021|LAV satıcısından alındı.,o kadar güzel paketlenmişti ki hasar görmesi imkansizdi zaten,['iyipaketleme'],28
1326,**** ****|9 Mart 2021|LAV satıcısından alındı.,"Çok güzel paketlenmişti , kırıksı bir şekilde geldi .",['iyipaketleme'],28
1327,**** ****|8 Mart 2021|LAV satıcısından alındı.,"Annemle beğenip aldık çok güzeller,hepsi de sağlam geldi paketleme iyiydi","['iyipaketleme','sağlamgeldi']",28
1328,**** ****|8 Mart 2021|LAV satıcısından alındı.,"paketleme çok iyi ,indrimden aldim, piyasaya göre göre çok uygun",['iyipaketleme'],28
1329,**** ****|8 Mart 2021|LAV satıcısından alındı.,amlabajlama paketleme çok iyiydi kırılmadan kısa bi sürede elime ulaştı teşekkürler,['iyipaketleme'],28
1330,Cansu Kahraman|6 Mart 2021|LAV satıcısından alındı.,ürün çok güzel paketlenmis ve hepsi sağlamdı çok şık duruyorlar. tavsiye ederim.,"['iyipaketleme','ürüngüzel']",28
1331,S** S**|6 Mart 2021|LAV satıcısından alındı.,çok guzel paketlenmiş menon kaldim guzel bir ürün tavsiye ederim uygun fiyat kullanışli bir ürün,"['iyipaketleme','ürüngüzel']",28
1332,Ö** Ö**|6 Mart 2021|LAV satıcısından alındı.,ürün gerçekten çok güzel çok kaliteli ama paketleme kötüydü,"['iyipaketleme','ürüngüzel','kaliteliürün']",28
1333,İlyas AKTAY|5 Mart 2021|LAV satıcısından alındı.,tereddüt etmeden alabilirsiniz paketleme mükemmel ürünler zaten harika teşekkürler,['iyipaketleme'],28
1334,**** ****|5 Mart 2021|LAV satıcısından alındı.,hem urun hem fiyati cok guzel paketleme ve kargoda harika,['iyipaketleme'],28
1335,**** ****|5 Mart 2021|LAV satıcısından alındı.,çok güzel tafsiye ediyorum hepsi özenle paketlenmisti,['iyipaketleme'],28
1336,**** ****|5 Mart 2021|LAV satıcısından alındı.,cok iyi paketlenmis fiyat performans urunu gunluk kullanima uygun. tavesiye ederim.,"['iyipaketleme','fiyatperformans']",28
1337,M** E**|4 Mart 2021|LAV satıcısından alındı.,Bir çeyiz icin gereken her şeyi kapsıyor başarılı paketleme güzel kırık yok,['iyipaketleme'],28
1338,Büşra ADAK|4 Mart 2021|LAV satıcısından alındı.,göründüğünden daha güzel bardaklar ceyizime aldım harika paketleme süper sapasağlam geldi teşekkürler,['iyipaketleme'],28
1339,Fatma Çiçek-Elite Üye|4 Mart 2021|LAV satıcısından alındı.,"Paketlenmesi çok güzeldi , kırılmadan geldiler",['iyipaketleme'],28
1340,ilayda çiftci|4 Mart 2021|LAV satıcısından alındı.,Çok güzel paketlenmiş şekilde geldi ve çok kaliteliler,['iyipaketleme'],28
1341,İrem GÖRGÜN|3 Mart 2021|LAV satıcısından alındı.,çok güzel paketleme muhteşem ürünler çok teşekkürler,['iyipaketleme'],28
1342,**** ****|3 Mart 2021|LAV satıcısından alındı.,Harika🧡1 tane bile hasar yok cok güzel paketlenmiş! Üstelik cok hızlı geldi,"['iyipaketleme','hızlıteslimat']",28
1343,M** B**|3 Mart 2021|LAV satıcısından alındı.,çok güzel ürün fiyatıda piyasaya göre oldukça uygun paketleme güzeldi teşekkürler,"['iyipaketleme','ürüngüzel']",28
1344,Berkant Aksu|2 Mart 2021|LAV satıcısından alındı.,sapasağlam geldi güzel paketlenmiş teşekkürler lav,"['iyipaketleme','sağlamgeldi']",28
1345,**** ****|2 Mart 2021|LAV satıcısından alındı.,Kesinlikle mükemmel paketleme çok sağlam tam beklediğim gibi,['iyipaketleme'],28
1346,**** ****|2 Mart 2021|LAV satıcısından alındı.,Gayet kalın kullanışlı ve kaliteli. paketlenmesi güzel ve korunaklı,['iyipaketleme'],28
1347,Y** A**|2 Mart 2021|LAV satıcısından alındı.,güzel paketlenmiş kırılmadan elime ulaştı.,['iyipaketleme'],28
1348,D** A**|2 Mart 2021|LAV satıcısından alındı.,"Çok sağlam ve güzel paketlenmiş , çok tatlı ve kaliteli bardaklar 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻",['iyipaketleme'],28
1349,İrem Yüce|2 Mart 2021|LAV satıcısından alındı.,Çok beğendim sağlam geldi.güzel paketleme.,"['iyipaketleme','sağlamgeldi']",28
1350,**** ****|1 Mart 2021|LAV satıcısından alındı.,çok güzel bir ürün ve güzel paketleme hızlı teslimat,"['iyipaketleme','ürüngüzel','hızlıteslimat']",28
1351,Enes nuhbasa|27 Şubat 2021|LAV satıcısından alındı.,ürün güzel kırılmadan gelmiş özenle paketlenmis,"['iyipaketleme','ürüngüzel']",28
1352,Ayşe Nuray AYAR|26 Şubat 2021|LAV satıcısından alındı.,Kargo çok gecikti 7-8 gün sonra geldi. Paketleme güzeldi bardaklar da güzel.,['iyipaketleme'],28
1353,**** ****|26 Şubat 2021|LAV satıcısından alındı.,hic kırılmadan gelmis guzel paketlenmişti bardaklar da cok hos,['iyipaketleme'],28
1354,**** ****|26 Şubat 2021|LAV satıcısından alındı.,çok kaliteli ve çok güzel paketlemesi de çok iyi👏,"['iyipaketleme','kaliteliürün']",28
1355,F** Ö** A**|26 Şubat 2021|LAV satıcısından alındı.,Ürünün paketlemesi çok güzeldi 🤩 indirimde ilken aldım günlük kullanmak için ideal,['iyipaketleme'],28
1356,**** ****|26 Şubat 2021|LAV satıcısından alındı.,"paketlemesi çok iyiydi,kırık degillerdi , bardaklar aynı fotoğrafta görübdüğü gibi geliyor",['iyipaketleme'],28
1357,İ** Ş**|26 Şubat 2021|LAV satıcısından alındı.,Zamanında ve güzel paketlenmiş olarak geldi. Teşekkür ederim.,['iyipaketleme'],28
1358,Nilay Toy|25 Şubat 2021|LAV satıcısından alındı.,Çok güzel paketlenmişti küçük boyunu kahve yanında su ikramlıgi larak bile kullanabilirsiniz,['iyipaketleme'],28
1359,B** Y**|25 Şubat 2021|LAV satıcısından alındı.,Ürün sağlam geldi güzel paketlenmiş teşekkür ederim @lav,"['iyipaketleme','sağlamgeldi']",28
1360,**** ****|25 Şubat 2021|LAV satıcısından alındı.,Çok güzeller çeyizeme aldım kargo+paketleme güzel tşk. Tavsiye ederim,['iyipaketleme'],28
1361,**** ****|25 Şubat 2021|LAV satıcısından alındı.,çok güzel paketlenmiş hiç kırılmadan elime ulaştı çok beğendim,['iyipaketleme'],28
1362,**** ****|25 Şubat 2021|LAV satıcısından alındı.,gayet Şahane kullanışlı şık bu fiyata süper sağlam paketleme çok çok iyi kargo teslimat da süper,['iyipaketleme'],28
