x,y,cluster,primary_label
-43.491394,-29.00286,5,Product
-42.683712,-40.30883,5,Product
-44.08528,-15.547031,5,Product
-36.586617,-35.41747,5,Product
-44.362347,-20.021235,5,Product
21.195417,-7.530859,0,Product
-14.418417,-47.417187,5,Product
-42.258755,8.03541,5,Product
-19.873632,-38.135483,5,Product
-31.44733,-29.680674,5,Product
-55.584667,-10.172796,5,Product
18.161303,-15.080033,0,Product
-67.7421,-3.9572556,5,Product
-1.4649459,-32.636158,5,Product
-64.50186,11.894438,5,Product
-17.061619,-32.402557,5,Product
-52.569157,-37.62078,5,Product
-30.985252,-42.303856,5,Product
-40.60036,-13.020776,5,Product
-81.560455,-4.9891224,5,Product
-41.684273,-26.711824,5,Product
-18.207134,-45.863277,5,Product
-37.945812,23.35452,5,Product
-20.68435,-38.67291,5,Product
-41.18751,-43.331528,5,Product
-43.297825,-28.223547,5,Product
-25.560656,8.792891,5,Product
-32.122513,-47.965252,5,Product
-37.205853,-35.79407,5,Product
-32.24301,32.720776,2,Product
-46.323086,-35.436516,5,Product
-28.591309,-19.09507,5,Product
-18.76027,-1.2857317,5,Product
-37.806732,-51.721004,5,Product
-56.81268,13.754867,5,Product
-39.647484,-28.750954,5,Product
-68.037834,6.212203,5,Product
-42.336323,21.798054,5,Product
-22.667988,-14.028235,5,Product
-57.273594,-4.8990307,5,Product
-28.240814,-47.48572,5,Product
-47.80145,-35.761032,5,Product
-56.03121,-9.698945,5,Product
-4.081775,-61.043648,5,Product
-33.56779,-32.774857,5,Product
-34.60564,-36.90798,5,Product
-10.144426,-27.887335,5,Product
-33.949432,-33.381012,5,Product
-56.802376,12.75057,5,Product
-40.92142,7.2119603,5,Product
-58.824207,9.233441,5,Product
-45.856163,-30.822247,5,Product
-33.03332,-2.4170156,5,Product
-12.376761,-36.63366,5,Product
-17.029764,47.580647,2,Product
2.5574844,-22.61573,5,Product
-30.34929,7.469973,5,Product
-4.469803,17.748186,1,Product
-18.20539,-37.41309,5,Product
-46.324387,-35.503967,5,Product
-63.568092,10.961466,5,Product
-48.405407,-3.0883145,5,Product
-84.375114,-5.5821753,5,Product
-90.83083,-10.900527,5,Product
-9.306943,-42.598244,5,Product
-53.798237,-42.061817,5,Product
-11.945957,6.0718703,5,Product
-67.438995,13.939517,5,Product
-17.766003,-56.29719,5,Product
-11.087194,-38.197296,5,Product
-67.90375,8.381323,5,Product
-32.952744,-51.257133,5,Product
-38.157204,-53.285835,5,Product
-16.772963,-55.576183,5,Product
-29.984343,21.932785,5,Product
-9.137933,-43.372814,5,Product
-52.004547,-48.276066,5,Product
-16.99541,3.9738085,5,Product
-65.767334,15.114374,5,Product
-18.137737,-56.236614,5,Product
-67.54024,15.209107,5,Product
-66.01154,-10.57847,5,Product
-90.83083,-10.900527,5,Product
-67.97928,8.642041,5,Product
-17.009497,4.148829,5,Product
-52.364315,-48.883953,5,Product
-55.3713,-24.5483,5,Product
-28.056555,-10.278832,5,Product
-47.264698,-47.85433,5,Product
-9.014624,-43.27709,5,Product
-67.91596,14.216517,5,Product
-84.74602,0.09996151,5,Product
-37.702503,-52.74021,5,Product
-19.170273,-38.738403,5,Product
-67.09978,13.908359,5,Product
-21.40908,-26.143019,5,Product
-55.831596,-21.322546,5,Product
-84.58445,2.0030231,5,Product
-10.6301565,-50.104935,5,Product
-25.472479,-15.895477,5,Product
-0.72824925,-67.13349,5,Product
-89.209335,-8.599137,5,Product
-37.70066,19.074703,5,Product
-43.047253,22.742994,5,Product
-61.553833,-32.82697,5,Product
-11.965418,6.0935287,5,Product
-54.76779,-16.26144,5,Product
-9.137933,-43.372814,5,Product
-67.94622,-50.1168,5,Product
-67.22926,14.606777,5,Product
-45.341232,12.204393,5,Product
-37.703144,-52.74019,5,Product
-60.400093,-19.904198,5,Product
-90.83083,-10.900527,5,Product
-62.301537,-28.27065,5,Product
-65.81622,-21.820942,5,Product
-66.57729,14.586862,5,Product
-72.553566,-3.3709977,5,Product
-90.83083,-10.900527,5,Product
-8.9349375,-42.971333,5,Product
-26.63131,-14.9465685,5,Product
-33.47188,-5.7890286,5,Product
-66.41953,15.178467,5,Product
-67.2263,-46.363773,5,Product
-67.908134,-44.35316,5,Product
-26.87562,-59.54882,5,Product
-55.585625,-45.132492,5,Product
-86.06737,0.95545626,5,Product
-66.342804,15.559289,5,Product
-31.793276,-15.889081,5,Product
-37.701595,-52.739887,5,Product
-66.85494,15.548089,5,Product
-48.033463,-56.13415,5,Product
-42.828987,-30.683504,5,Product
-47.31331,-4.2414618,5,Product
-65.81672,-21.821089,5,Product
-8.604967,-39.486027,5,Product
-69.10035,-58.28905,5,Product
-67.85436,-50.856407,5,Product
-21.933607,4.587666,5,Product
-63.86258,16.56249,5,Product
-29.971426,-32.76231,5,Product
-17.239885,-52.01584,5,Product
-28.056574,-10.279167,5,Product
-62.54402,-28.27059,5,Product
-60.764187,8.722301,5,Product
-81.83819,-29.425121,5,Product
-81.83824,-29.425198,5,Product
-34.959976,-23.589228,5,Product
-72.144424,-17.357275,5,Product
-14.680851,-3.0370317,5,Product
-57.98343,-5.0248337,5,Product
-90.83083,-10.900527,5,Product
-90.83083,-10.900527,5,Product
-19.056236,-36.454838,5,Product
-35.971592,6.528804,5,Product
-49.74845,16.193987,5,Product
-50.63312,-38.101078,5,Product
-23.979347,-56.437267,5,Product
-70.68054,-2.5307314,5,Product
-47.91609,-55.916946,5,Product
-49.837193,-42.4007,5,Product
-84.92066,1.1027406,5,Product
-81.84147,-5.0978074,5,Product
-6.994079,-46.597473,5,Product
-90.83083,-10.900527,5,Product
-81.47511,-26.59043,5,Product
-1.618836,-12.421746,5,Product
-65.74919,14.988059,5,Product
-67.79701,-49.575306,5,Product
-19.12364,7.566035,5,Product
-26.570187,-10.101679,5,Product
-6.994079,-46.597473,5,Product
-9.068193,-14.698437,5,Product
-66.72591,14.885973,5,Product
-11.311068,-50.02259,5,Product
-66.11077,14.141028,5,Product
-16.1534,7.3578196,5,Product
-62.554123,-28.274382,5,Product
-26.02151,-22.577847,5,Product
-20.416334,2.8160572,5,Product
-11.514164,-51.21578,5,Product
-72.00954,0.046980128,5,Product
-15.471313,7.999685,5,Product
-15.054433,2.042737,5,Product
-11.083695,-32.283573,5,Product
-68.824165,-50.21672,5,Product
-26.090174,-14.637852,5,Product
-15.148204,7.0588756,5,Product
-85.34334,-1.0097591,5,Product
-51.195118,-9.592225,5,Product
-68.46111,-4.6991916,5,Product
-11.761346,-50.621365,5,Product
-9.298577,-65.212875,5,Product
-9.64406,-43.366234,5,Product
-81.77396,-5.0433426,5,Product
-84.26241,1.5617425,5,Product
-62.608227,-28.322327,5,Product
-60.572998,-27.02543,5,Product
-68.16089,-44.483227,5,Product
-73.135185,-0.495765,5,Product
-26.874771,-59.549034,5,Product
-61.871986,-38.834038,5,Product
-81.457436,-27.22058,5,Product
-67.40621,14.860153,5,Product
-35.522633,-35.259216,5,Product
-16.618982,-57.42349,5,Product
-23.1608,-56.50021,5,Product
-52.004192,-48.276283,5,Product
-11.707581,-51.0782,5,Product
-11.168005,-51.371117,5,Product
-57.77728,-25.38312,5,Product
-68.064964,-49.550434,5,Product
-26.87481,-59.54872,5,Product
-85.34438,1.7595826,5,Product
-7.0225616,-13.909653,5,Product
-68.167,-51.482758,5,Product
-11.03203,-49.99504,5,Product
-2.805508,-88.89206,3,ürüngüzel
-26.874771,-59.549034,5,Product
-11.426572,-50.233974,5,Product
-47.672,-55.84994,5,Product
-37.703495,-52.740395,5,Product
-66.7848,16.278234,5,Product
-10.9145565,-37.836224,5,Product
-49.998604,-47.519314,5,Product
-11.028771,-50.84918,5,Product
-10.329428,-50.601093,5,Product
-81.83819,-29.425121,5,Product
-84.28818,-0.16955486,5,Product
-47.374966,-56.223732,5,Product
-64.08323,10.433249,5,Product
-11.075164,-49.983635,5,Product
-40.64208,-53.17063,5,Product
-57.322845,-33.592815,5,Product
-13.175437,-54.23356,5,Product
-17.054686,-56.22436,5,Product
-16.278957,-57.025257,5,Product
-66.71904,15.698364,5,Product
-16.258188,-56.907543,5,Product
-16.33708,-56.01108,5,Product
-18.197195,-56.56276,5,Product
-62.0343,-1.5918442,5,Product
-67.88441,-51.57379,5,Product
-9.648182,-43.361835,5,Product
-43.04748,22.743853,5,Product
-24.22371,-56.58461,5,Product
-0.72824585,-67.13353,5,Product
-68.34854,-49.674618,5,Product
-11.684101,3.5833204,5,Product
-84.14301,1.2842002,5,Product
-4.5488276,-59.67029,5,Product
-53.47571,-46.294544,5,Product
-54.93718,-30.348864,5,Product
-10.438666,-37.3675,5,Product
-64.78938,-45.90056,5,Product
-26.210285,-9.148043,5,Product
-72.093124,-16.628101,5,Product
-27.653782,-59.63855,5,Product
-27.55614,19.779104,2,Product
-86.21516,-1.0928478,5,Product
-4.082992,-61.04218,5,Product
-21.29613,-33.553204,5,Product
-70.54349,-16.210688,5,Product
-57.77727,-25.383102,5,Product
-40.640743,-53.170803,5,Product
-26.875689,-59.549088,5,Product
-84.559814,-0.5969653,5,Product
-16.974165,-56.096424,5,Product
-67.295654,-51.330376,5,Product
-35.772038,-2.002735,5,Product
-28.34349,-8.320498,5,Product
-25.220798,-14.405362,5,Product
-5.6432123,-66.00772,5,Product
-65.80438,14.66038,5,Product
-19.12124,7.56475,5,Product
-84.54148,0.85604876,5,Product
-5.7841244,-66.57756,5,Product
-85.71693,-0.19847035,5,Product
-81.893196,-29.969814,5,Product
-40.642204,-53.17071,5,Product
-20.238039,2.5765364,5,Product
-61.059517,10.204313,5,Product
-24.95296,76.5368,2,Product
-42.828987,-30.683504,5,Product
-7.0231304,-13.909217,5,Product
-29.882984,22.184038,5,Product
-18.15201,-56.675034,5,Product
-65.71837,18.82142,5,Product
-81.34777,-27.126963,5,Product
-62.033356,-1.5917995,5,Product
-67.85589,14.641353,5,Product
-16.118855,-56.691273,5,Product
-84.59169,0.434301,5,Product
-57.297783,-24.29084,5,Product
-72.144684,-17.358028,5,Product
-42.7973,-4.1101046,5,Product
-31.395489,-24.127882,5,Product
-35.61621,-47.76114,5,Product
-25.21877,-3.031982,5,Product
-45.374577,-15.34164,5,Product
-0.3251228,-10.612611,5,Product
-11.354,-26.06822,5,Product
-38.640507,-38.09863,5,Product
-8.419399,-7.261222,5,Product
28.736689,3.2317567,4,Product
-50.37747,-40.3634,5,Product
-30.517,29.42635,2,Product
-42.243095,-44.766235,5,Product
-4.701154,-6.8738394,5,Product
-36.46701,-41.48197,5,Product
34.839428,-1.9689009,0,Product
-27.34391,-28.95933,5,Product
-22.706045,-11.281759,5,Product
-5.4369144,-0.116795704,5,Product
-40.154118,9.317711,5,Product
-27.102293,-14.566844,5,Product
-46.838,-39.52606,5,Product
-6.3095937,-24.941168,5,Product
-31.07066,-28.273218,5,Product
-19.922255,-16.845755,5,Product
-14.884258,21.392963,5,Product
-57.105675,-7.124787,5,Product
-16.457893,-25.05155,5,Product
-67.748795,-50.70316,5,Product
-48.482983,-13.349802,5,Product
-11.38838,-8.92291,5,Product
12.073365,-3.3956068,4,Product
-46.19296,-46.35076,5,Product
-35.852165,-13.992046,5,Product
8.480797,-8.487064,5,Product
-0.4535235,4.41772,5,Product
-35.514538,-31.16337,5,Product
-43.213757,-11.81069,5,Product
0.1837802,-25.538095,5,Product
-34.55735,-32.276188,5,Product
-59.875607,-11.490828,5,Product
-40.405155,0.22621581,5,Product
-18.78002,-15.257323,5,Product
-24.062325,17.887228,5,Product
-0.6219886,-11.142966,5,Product
-33.72571,-37.159664,5,Product
-37.100437,-23.71686,5,Product
-64.09438,4.5738244,5,Product
-35.620182,-41.36206,5,Product
-54.679153,-7.217227,5,Product
-37.657513,-43.36644,5,Product
-46.74977,-13.615674,5,Product
-30.95912,-12.0342865,5,Product
-59.28917,-10.451755,5,Product
-32.474194,-26.625196,5,Product
-35.052326,-42.577724,5,Product
-39.635056,-36.40916,5,Product
-55.19079,9.974736,5,Product
-52.622875,-38.462383,5,Product
-36.57495,-20.630585,5,Product
-12.365843,-25.663307,5,Product
5.3996477,4.0830855,5,Product
-30.319845,-25.571758,5,Product
-5.86224,-3.4936109,5,Product
-24.72515,-7.5950055,5,Product
-2.756129,4.9444685,5,Product
-33.19007,-32.7558,5,Product
-63.986313,11.771016,5,Product
-2.61089,-3.0271432,5,Product
-38.91639,-41.556538,5,Product
-12.989787,-43.89551,5,Product
-63.754963,8.903881,5,Product
-39.884224,-28.43263,5,Product
-22.197508,-7.6384606,5,Product
-69.482605,6.7309747,5,Product
-45.509724,-32.785164,5,Product
-13.358149,-19.60063,5,Product
-18.792135,-38.718052,5,Product
-61.327915,-8.850223,5,Product
-35.42777,-44.36901,5,Product
-43.55629,-38.85266,5,Product
3.7494702,-23.318974,5,Product
-30.628569,-35.059834,5,Product
-27.882868,-30.906427,5,Product
-32.016136,-42.974606,5,Product
-50.363216,-22.133001,5,Product
-38.932747,7.169138,5,Product
-60.949543,-17.598227,5,Product
20.924477,-7.5489383,0,Product
-21.124044,-7.4201274,5,Product
-36.59704,-17.539825,5,Product
-46.47879,-4.6830826,5,Product
-43.04886,22.740873,5,Product
8.1123,-5.619889,5,Product
-33.378937,-41.640503,5,Product
13.513821,-9.301736,4,Product
37.64266,55.233868,6,Product
-69.0849,6.3076944,5,Product
-46.804737,-57.47718,5,Product
-21.840408,-7.6559553,5,Product
5.587033,3.9946985,5,Product
-2.9462001,0.37700278,5,Product
-53.066193,-14.47735,5,Product
-37.515533,-19.610632,5,Product
-18.938282,-37.31464,5,Product
-38.218056,15.338762,5,Product
-33.329815,-8.758159,5,Product
11.427504,8.698969,4,Product
-57.763657,-1.3787105,5,Product
-10.564394,-4.1301956,5,Product
-39.124523,-41.367725,5,Product
-46.52632,-42.32023,5,Product
-2.2502294,-3.757923,5,Product
-54.228428,-39.15838,5,Product
-9.399251,-18.277504,5,Product
-52.996334,1.6696801,5,Product
-36.639732,-23.20977,5,Product
-5.763078,-3.4438837,5,Product
-63.419514,9.402115,5,Product
-41.13637,-31.22747,5,Product
-35.35793,-36.629562,5,Product
-50.098335,-14.53433,5,Product
-34.963234,-51.671852,5,Product
0.6683206,-21.285952,5,Product
-5.0818377,-14.166802,5,Product
-41.959114,-38.469944,5,Product
-30.582722,-39.364258,5,Product
-62.7355,-8.567518,5,Product
-62.01682,-33.21871,5,Product
-3.2515943,-19.849941,5,Product
-37.11042,-51.840263,5,Product
-78.105354,-4.6971965,5,Product
-0.9226186,-12.989231,5,Product
-11.145844,-1.3036867,5,Product
-8.6787195,-64.26286,5,Product
10.291674,67.27746,6,Priceperformance
-28.230986,56.668976,2,Priceperformance
9.089856,54.331635,2,Priceperformance
-10.243846,47.642303,2,Priceperformance
14.015917,-9.868435,4,Priceperformance
-57.319614,64.03647,2,Priceperformance
16.410872,55.371853,6,Priceperformance
-50.906517,60.73087,2,Priceperformance
-34.18808,55.625034,2,Priceperformance
-28.49215,47.107903,2,Priceperformance
11.287197,-4.876965,0,Priceperformance
-12.226126,57.246727,2,Priceperformance
-20.356947,42.439262,2,Priceperformance
-50.68545,40.92424,2,Priceperformance
-52.001373,60.424927,2,Priceperformance
-30.67241,35.190174,2,Priceperformance
-21.958263,53.590816,2,Priceperformance
-21.936232,-26.715723,5,Priceperformance
-37.94455,37.858143,2,Priceperformance
-27.629099,67.61766,2,Priceperformance
-54.097466,43.57815,2,Priceperformance
1.8341079,45.37526,2,Priceperformance
-39.608017,38.68868,2,Priceperformance
-34.03192,53.965096,2,Priceperformance
9.093781,44.709984,6,Priceperformance
-1.3295237,75.76365,2,Priceperformance
-24.603985,41.02012,2,Priceperformance
-24.475637,57.57907,2,Priceperformance
-2.264944,75.70093,6,Priceperformance
-31.714226,56.66997,2,Priceperformance
-39.148163,33.57313,2,Priceperformance
-11.542398,39.780926,2,Priceperformance
-35.488884,33.37729,2,Priceperformance
-9.31726,70.85178,2,Priceperformance
4.4714813,22.44075,1,Priceperformance
11.293012,54.82905,6,Priceperformance
-20.30307,27.315891,2,Priceperformance
-23.560652,55.437355,2,Priceperformance
-19.88616,21.298103,2,Priceperformance
-1.4347205,62.166656,2,Priceperformance
-24.015162,56.245953,2,Priceperformance
-10.068696,70.70393,2,Priceperformance
-33.321083,49.081055,2,Priceperformance
-24.220406,23.600418,2,Priceperformance
-50.442406,37.527084,2,Priceperformance
-11.268421,66.12358,2,Priceperformance
-29.601944,56.204254,2,Priceperformance
-36.792217,50.898033,2,Priceperformance
-1.6084523,10.554344,5,Priceperformance
-21.614595,55.38534,2,Priceperformance
-18.647614,66.606476,2,Priceperformance
-16.131506,30.160048,2,Priceperformance
-5.1027803,54.491505,2,Priceperformance
-55.785637,42.47703,2,Priceperformance
-21.367723,60.92561,2,Priceperformance
9.884341,53.41036,2,Priceperformance
-27.755623,33.20954,2,Priceperformance
-2.2960296,51.7265,2,Priceperformance
-31.038506,57.456066,2,Priceperformance
-35.032646,51.007385,2,Priceperformance
-25.962011,40.35977,2,Priceperformance
19.582472,-29.697996,2,Priceperformance
-35.607323,53.33965,2,Priceperformance
-25.133167,57.02956,2,Priceperformance
-34.3447,46.71992,2,Priceperformance
-54.691044,42.377132,2,Priceperformance
-35.359077,65.29969,2,Priceperformance
-55.7006,66.3467,2,Priceperformance
-37.660007,58.853374,2,Priceperformance
-25.876532,22.0426,2,Priceperformance
-55.29122,38.416344,2,Priceperformance
-30.638079,29.277826,2,Priceperformance
-14.947418,46.898506,2,Priceperformance
-16.131178,30.15999,2,Priceperformance
-49.97123,60.028133,2,Priceperformance
-6.3984566,48.312813,2,Priceperformance
-26.393045,63.063087,2,Priceperformance
-39.020023,40.040977,2,Priceperformance
-41.461025,12.541175,5,Priceperformance
-25.0053,28.108198,2,Priceperformance
-22.647045,65.567154,2,Priceperformance
-54.13657,42.94654,2,Priceperformance
-32.54767,31.289242,2,Priceperformance
14.478847,59.964455,2,Priceperformance
-23.443106,79.48405,2,Priceperformance
-23.194519,40.9529,2,Priceperformance
-12.011066,67.22953,2,Priceperformance
-11.73476,41.083782,2,Priceperformance
-4.441826,66.935165,2,Priceperformance
-43.034332,25.817297,5,Priceperformance
-7.758452,75.31168,2,Priceperformance
-11.315784,62.98591,2,Priceperformance
-59.242203,35.696297,2,Priceperformance
-16.13158,30.160025,2,Priceperformance
-37.121582,6.9967985,5,Priceperformance
-21.966137,35.211395,2,Priceperformance
0.45051393,63.050987,2,Priceperformance
-52.111954,35.184437,2,Priceperformance
-20.593248,42.409325,2,Priceperformance
-12.283917,70.23039,2,Priceperformance
-15.7056465,63.423714,2,Priceperformance
-20.611767,66.21482,2,Priceperformance
-0.8127374,57.82436,2,Priceperformance
6.8948865,62.0001,2,Priceperformance
-27.982748,66.67528,2,Priceperformance
-23.366585,39.85001,2,Priceperformance
-4.2042174,63.650944,2,Priceperformance
-16.525278,57.927956,2,Priceperformance
-21.12745,52.106598,2,Priceperformance
-35.35033,52.960854,2,Priceperformance
-29.81417,50.339565,2,Priceperformance
-14.480683,55.054966,2,Priceperformance
-1.737911,75.63439,6,Priceperformance
9.529276,56.392612,2,Priceperformance
20.068016,72.53383,6,Priceperformance
-21.712341,52.931885,2,Priceperformance
-26.721403,47.171223,2,Priceperformance
-38.157104,44.870274,2,Priceperformance
-55.57912,66.47028,2,Priceperformance
-28.787508,45.2385,2,Priceperformance
-38.93708,34.52196,2,Priceperformance
-28.304354,43.25928,2,Priceperformance
-16.332714,65.11925,2,Priceperformance
-14.608966,54.783733,2,Priceperformance
-33.34576,56.68433,2,Priceperformance
-16.131147,30.159948,2,Priceperformance
-28.2366,42.832516,2,Priceperformance
-11.41938,71.869865,2,Priceperformance
-44.515106,-25.603622,5,Priceperformance
-2.751729,52.608772,2,Priceperformance
-17.325422,73.36704,2,Priceperformance
-31.230803,64.728035,2,Priceperformance
-58.483753,59.38799,2,Priceperformance
-16.693823,73.59432,2,Priceperformance
-20.61739,71.86224,2,Priceperformance
-4.943306,49.43693,2,Priceperformance
-23.935987,56.085464,2,Priceperformance
68.914795,-5.477071,0,Priceperformance
-58.77029,38.05734,2,Priceperformance
-47.60955,35.05568,2,Priceperformance
-21.414345,22.315409,2,Priceperformance
5.563037,63.740498,2,Priceperformance
-18.383358,51.918476,2,Priceperformance
-22.7627,69.51108,2,Priceperformance
-10.276958,75.2514,2,Priceperformance
-33.80968,38.13289,2,Priceperformance
-57.747524,36.391056,2,Priceperformance
2.7646778,69.15902,2,Priceperformance
-58.652195,59.73954,2,Priceperformance
1.4525148,65.26299,2,Priceperformance
-6.4503536,49.99676,2,Priceperformance
-50.02233,63.65486,2,Priceperformance
-51.110844,42.062897,2,Priceperformance
-11.952256,66.91846,2,Priceperformance
-19.480436,56.513386,2,Priceperformance
-17.373032,73.172874,2,Priceperformance
-36.791695,54.074127,2,Priceperformance
-4.8524942,78.713104,2,Priceperformance
-20.842688,67.84454,2,Priceperformance
-54.700996,61.042385,2,Priceperformance
18.234648,59.13174,2,Priceperformance
7.1086698,59.89784,2,Priceperformance
-19.881784,42.843475,2,Priceperformance
-23.309353,66.63004,2,Priceperformance
-53.22806,41.912777,2,Priceperformance
-16.902252,47.849155,2,Priceperformance
-3.4828544,77.61927,2,Priceperformance
-23.604282,69.24902,2,Priceperformance
-2.3810046,69.44331,2,Priceperformance
-28.421871,46.159832,2,Priceperformance
-11.307146,75.881256,2,Priceperformance
-36.718346,58.910305,2,Priceperformance
-16.229313,30.84083,2,Priceperformance
-31.728844,46.10604,2,Priceperformance
-57.45972,66.21195,2,Priceperformance
-34.45378,33.115116,2,Priceperformance
-40.745422,49.87761,2,Priceperformance
-15.215787,80.39233,2,Priceperformance
-5.567804,77.83472,2,Priceperformance
-15.020091,50.64981,2,Priceperformance
13.240175,67.2107,6,Priceperformance
-30.989292,64.38927,2,Priceperformance
-30.258781,51.28003,2,Priceperformance
-9.769512,70.07662,2,Priceperformance
-37.5153,23.433897,2,Priceperformance
-16.737926,42.344048,2,Priceperformance
-19.726545,44.805054,2,Priceperformance
-16.013737,79.57866,2,Priceperformance
-18.61445,76.3109,2,Priceperformance
-19.171772,70.00112,2,Priceperformance
-24.61273,25.808355,2,Priceperformance
-21.656532,34.755276,2,Priceperformance
-45.990337,33.754036,2,Priceperformance
-33.422634,38.383297,2,Priceperformance
-3.3511581,53.703922,2,Priceperformance
-16.735014,21.357573,2,Priceperformance
-5.0480714,75.597916,6,Priceperformance
12.427658,55.705135,2,Priceperformance
-29.345045,46.190304,2,Priceperformance
-29.90278,48.56083,2,Priceperformance
-30.395031,77.787254,2,Priceperformance
-54.078,63.337864,2,Priceperformance
-51.001427,62.816532,2,Priceperformance
-22.575024,52.56869,2,Priceperformance
-33.52776,50.5214,2,Priceperformance
-11.84571,55.62515,2,Priceperformance
-38.434826,31.638527,2,Priceperformance
-17.83591,64.48543,2,Priceperformance
-15.324127,50.8484,2,Priceperformance
11.473956,71.33662,6,Priceperformance
-18.87478,71.26097,2,Priceperformance
-45.953583,-29.75247,5,Priceperformance
-43.265434,21.734018,5,Priceperformance
-16.416342,60.098545,2,Priceperformance
1.061064,63.765347,2,Priceperformance
-32.02969,31.92328,2,Priceperformance
-7.587869,42.67051,2,Priceperformance
-56.379734,64.14741,2,Priceperformance
-20.105528,47.464855,2,Priceperformance
-9.7438545,70.32885,2,Priceperformance
-29.66463,61.326435,2,Priceperformance
-22.23335,16.019234,5,Priceperformance
-29.240606,42.92843,2,Priceperformance
-44.27232,40.00868,2,Priceperformance
-28.303196,43.259884,2,Priceperformance
-31.395187,43.79448,2,Priceperformance
-3.7856352,69.30748,2,Priceperformance
-37.617764,63.027443,2,Priceperformance
-54.52075,36.58197,2,Priceperformance
-20.009039,24.04639,2,Priceperformance
-13.950414,55.462452,2,Priceperformance
-31.229713,63.08988,2,Priceperformance
-40.024395,55.33968,2,Priceperformance
-21.47806,36.608654,2,Priceperformance
-35.87463,56.861217,2,Priceperformance
21.607435,73.54242,6,Priceperformance
-6.637112,51.84837,2,Priceperformance
0.069248736,48.051125,2,Priceperformance
1.6710657,64.48281,2,Priceperformance
-22.272768,36.431225,2,Priceperformance
-3.8910267,67.02388,2,Priceperformance
-0.99763215,51.633316,2,Priceperformance
-56.375275,42.46892,2,Priceperformance
-16.170462,40.7368,2,Priceperformance
-9.16014,37.8125,2,Priceperformance
-8.186254,46.26858,2,Priceperformance
-31.860243,31.404745,2,Priceperformance
-58.181534,34.078136,2,Priceperformance
-1.4840593,47.463993,2,Priceperformance
-13.499727,67.71079,2,Priceperformance
-22.670744,77.269516,2,Priceperformance
4.317323,68.924446,2,Priceperformance
-24.645576,52.142643,2,Priceperformance
-13.860332,55.80324,2,Priceperformance
-37.605675,36.707912,2,Priceperformance
-57.011158,60.675175,2,Priceperformance
-30.00076,40.50421,2,Priceperformance
-25.576366,80.976776,2,Priceperformance
-35.04667,41.605698,2,Priceperformance
-34.731873,73.46543,2,Priceperformance
-16.912779,80.53997,2,Priceperformance
-16.491291,80.5401,2,Priceperformance
-30.414463,75.33163,2,Priceperformance
1.5015641,56.739178,2,Priceperformance
-10.721492,44.739773,2,Priceperformance
2.6242552,60.558136,2,Priceperformance
-12.705549,73.536606,2,Priceperformance
-15.321719,58.936596,2,Priceperformance
20.567726,75.04996,6,Priceperformance
-25.10008,28.265387,2,Priceperformance
-56.885857,61.224148,2,Priceperformance
-23.717642,79.5794,2,Priceperformance
-16.200796,79.96659,2,Priceperformance
-36.791576,27.028582,2,Priceperformance
11.450998,70.754395,6,Priceperformance
-31.464087,80.352295,2,Priceperformance
-11.069192,54.7408,2,Priceperformance
-6.743353,76.57702,2,Priceperformance
-43.047253,22.742994,5,Priceperformance
1.5014447,56.738556,2,Priceperformance
-52.435524,40.435116,2,Priceperformance
-55.651745,62.6443,2,Priceperformance
-12.73257,55.465492,2,Priceperformance
-56.61856,60.863537,2,Priceperformance
1.045201,66.95464,2,Priceperformance
-39.051826,63.46733,2,Priceperformance
-31.46524,80.35287,2,Priceperformance
-20.27069,60.645115,2,Priceperformance
-39.05182,63.467026,2,Priceperformance
-20.972708,74.87222,2,Priceperformance
-55.939568,40.28594,2,Priceperformance
-20.116596,68.33645,2,Priceperformance
-15.466986,47.31052,2,Priceperformance
-23.718378,41.43015,2,Priceperformance
2.104521,61.167507,2,Priceperformance
-37.783062,71.280876,2,Priceperformance
-13.860163,55.803925,2,Priceperformance
6.5049424,62.39817,2,Priceperformance
1.680771,60.604427,2,Priceperformance
-58.692745,35.027943,2,Priceperformance
-25.897161,78.04193,2,Priceperformance
-48.100086,41.419647,2,Priceperformance
-43.049763,22.745102,5,Priceperformance
-52.539116,41.7271,2,Priceperformance
1.8285036,61.06323,2,Priceperformance
-25.897137,78.041756,2,Priceperformance
-40.543396,19.112661,5,Priceperformance
-11.791976,58.794514,2,Priceperformance
-3.6367579,66.76177,2,Priceperformance
-6.743353,76.57702,2,Priceperformance
2.6061,60.94463,2,Priceperformance
-15.392169,39.659508,2,Priceperformance
-20.261396,74.62387,2,Priceperformance
-24.408886,41.001713,2,Priceperformance
-28.78737,45.23985,2,Priceperformance
-6.007589,77.646935,2,Priceperformance
2.6060774,60.94559,2,Priceperformance
-16.62467,68.088165,2,Priceperformance
-58.080864,33.718044,2,Priceperformance
-57.197174,60.954388,2,Priceperformance
-4.523437,76.0749,2,Priceperformance
-21.109158,74.39829,2,Priceperformance
-37.918114,71.14926,2,Priceperformance
-6.377182,75.13109,2,Priceperformance
-4.021964,77.9592,2,Priceperformance
-18.071726,66.7927,2,Priceperformance
-56.861538,33.813354,2,Priceperformance
-58.171574,33.86028,2,Priceperformance
5.502645,64.55463,2,Priceperformance
1.7057446,60.851448,2,Priceperformance
5.5028214,64.55458,2,Priceperformance
-24.408886,41.001713,2,Priceperformance
-25.896896,78.04206,2,Priceperformance
