Comment_en,CommentClass_en,Unnamed: 0
The product reached me smoothly with incredibly fast shipping at this price,"['Speedeslimat', 'convenience']",1524
The store is as great as the machine. Fast delivery is solid package. Congratulations to the store.,['Speedeslimat'],1526
Thanks for fast delivery and safe solid shipping,['Speedeslimat'],1528
I recommend a very ideal phone in terms of timely delivery performance price.,['Speedeslimat'],1530
"Fast shipping, trouble -free delivery. thanks.",['Speedeslimat'],1531
"Fast delivery, good packaging, quality and very stylish.","['Speedeslimat', 'good -up']",1533
I recommend the product better and faster than I expected,['Speedeslimat'],1534
Fast Shipping and Telephone Without trouble,['Speedeslimat'],1535
Quick delivery thank you 🙏🏻,['Speedeslimat'],1536
"Fast, reliable, cheap A +++",['Speedeslimat'],1537
Fast and safe delivery thanks,['Speedeslimat'],1538
It came very fast.,['Speedeslimat'],1539
very nice great phone fast shipping,['Speedeslimat'],1540
Very good fast delivery thank you :),['Speedeslimat'],1541
Thank you fast delivery.,['Speedeslimat'],1542
"Very fast delivery, very stylish phone 👌🏻",['Speedeslimat'],1543
The product came very fast thanks,['Speedeslimat'],1547
Very good fast shipping thanks,['Speedeslimat'],1548
"We received extremely fast delivery, thank you very much",['Speedeslimat'],1549
fast shipping solid package thanks,['Speedeslimat'],1551
I recommend. I bought it at an affordable price,['Speedeslimat'],1552
"It came very fast, it's fine",['Speedeslimat'],1553
It came quickly and suitable,['Speedeslimat'],1554
fast shipping thanks,['Speedeslimat'],1555
Fast and reliable thanks,['Speedeslimat'],1556
"It came smoothly and fast, thank you",['Speedeslimat'],1557
"Fast shipping, solid package. Thanks",['Speedeslimat'],1558
Fast Delivery Quality Product,"['Speedeslimat', 'your quality']",1560
Delivery Fast 👍,['Speedeslimat'],1561
Thanks for fast shipping,['Speedeslimat'],1563
fast shipping reliable site thanks,['Speedeslimat'],1564
It came now beautiful,['Speedeslimat'],1566
Quick delivery thank you,['Speedeslimat'],1567
Fast Shipping Thank You,['Speedeslimat'],1568
super fast shipment,['Speedeslimat'],1569
Fast shipping exactly as I want,['Speedeslimat'],1570
fast shipping thanks,['Speedeslimat'],1572
Quick delivery is very reliable :),['Speedeslimat'],1573
Thanks for the fast shipment,['Speedeslimat'],1574
Product Delivery Very Beautiful Fast Shipping,['Speedeslimat'],1576
Fast delivery and beautiful on the phone,['Speedeslimat'],1578
Thanks for fast shipping.,['Speedeslimat'],1580
SUCCESSFUL FLIGHT Shipping,['Speedeslimat'],1581
Fast Delivery Great Phone,['Speedeslimat'],1582
Fast shipping,['Speedeslimat'],1583
Fast delivery. Very good,['Speedeslimat'],1584
Very nice and fast delivery,['Speedeslimat'],1585
Fast Shipping Trusted SELLER,['Speedeslimat'],1586
"It came very fast, what speedzzz",['Speedeslimat'],1587
"Beautiful packaging, fast cargo. Thanks",['Speedeslimat'],1588
Fast and reliable,['Speedeslimat'],1589
Thank you very fast,['Speedeslimat'],1591
Fast Shipping Trusted Selling,"['Speedeslimat', 'Speedeslimat']",1592
The product came immediately.,['Speedeslimat'],1593
Came quickly,['Speedeslimat'],1594
Thanks for the fast shipment,['Speedeslimat'],1595
It came completely and very fast.,['Speedeslimat'],1598
Very quick delivery perfect,['Speedeslimat'],1599
Thank you fast shipping,['Speedeslimat'],1600
"A beautiful mobile phone, came quickly",['Speedeslimat'],1601
Fast Shipping Quality Product,"['Speedeslimat', 'your quality']",1602
Thanks for fast delivery.,['Speedeslimat'],1603
Excellent Speed ​​Delivery,['Speedeslimat'],1604
Fast Shipping and Great Product 👍,['Speedeslimat'],1605
Fast delivery. Thanks.,['Speedeslimat'],1606
Very nice and fast shipment,['Speedeslimat'],1608
fast shipping thanks,['Speedeslimat'],1609
Very fast shipping nice service thanks,['Speedeslimat'],1612
Fast Shipping Features Good,['Speedeslimat'],1613
Fast and reliable,['Speedeslimat'],1614
Fast delivery,['Speedeslimat'],1615
very nice cargo fast,['Speedeslimat'],1616
quick shipment thanks,['Speedeslimat'],1618
Thanks the product came very fast,['Speedeslimat'],1619
I really recommend fast shipping,['Speedeslimat'],1620
Great product super fast delivery,['Speedeslimat'],1621
"Great phone, fast shipping👍👍👍",['Speedeslimat'],1622
"Fast shipping, thanks.",['Speedeslimat'],1623
fast delivery,['Speedeslimat'],1624
Thanks for fast shipping.,['Speedeslimat'],1625
Thanks for quick sending,['Speedeslimat'],1626
I thank the seller quite fast,['Speedeslimat'],1628
The product is very good fast shipping thanks,['Speedeslimat'],1629
Fast Delivery Perfect Product,['Speedeslimat'],1630
it came very fast,['Speedeslimat'],1632
Fast shipping. Problem -free product. Thanks,['Speedeslimat'],1633
"VERY FAST SHIPPING, TERIOUS SELLER",['Speedeslimat'],1634
fast shipping efsnae phone,['Speedeslimat'],1636
"Affordable price, fast delivery","['Speedeslimat', 'convenience']",1637
fast delivery,['Speedeslimat'],1638
"The price came very fast, the price was suitable","['Speedeslimat', 'convenience']",1640
Fast shipping at this intensity👍🏻,['Speedeslimat'],1642
It came very fast and beautifully packaged👍,"['Speedeslimat', 'good -up']",1644
Quick Shipping Phone is very successful,['Speedeslimat'],1645
Affordable price fast shipping,"['Speedeslimat', 'convenience']",1646
The camera came very well fast,['Speedeslimat'],1647
Thank you very much for fast shipment,['Speedeslimat'],1648
👍🏻 Color Gorgeous Fast Shipping,['Speedeslimat'],1649
fast shipping,['Speedeslimat'],1650
Fast Delivery Beauty,['Speedeslimat'],1651
Fast Delivery Beautiful,['Speedeslimat'],1652
"The phone is very nice, I liked fast shipping",['Speedeslimat'],1653
Fast delivery.,['Speedeslimat'],1655
Fast shipping,['Speedeslimat'],1656
"It came very quickly, I got it in 1 day",['Speedeslimat'],1657
Quality fast and reliable,['Speedeslimat'],1659
very good price fast shipping,"['Speedeslimat', 'convenience']",1660
Beautiful TLFon Fast Delivery Thank You,['Speedeslimat'],1663
"Affordable price, fast shipping.","['Speedeslimat', 'convenience']",1664
It was extremely and very fast,['Speedeslimat'],1665
Quality Affordable Price Fast Delivery,"['Speedeslimat', 'convenience']",1666
"It was as we expected, it came too fast",['Speedeslimat'],1667
Fast shipping.,['Speedeslimat'],1668
Thanks for fast shipping.,['Speedeslimat'],1669
Timely Delivery Super,['Speedeslimat'],1670
"I bought the product from Mistore Fast shipping with fast shipping, there is no shortage of any problems at this price as a feature full of bitelefon receivables I recommend the blue color very stylish sound is more than enough camera already certain",['Speedeslimat'],1671
"Or a person's phone would be lovely varya good luck without thinking, see vallahi look early came, you are the trendyol😍😘😘",['Speedeslimat'],1672
"The product has reached my hand in 2.5 days and is very affordable in terms of price. One of the phones to be purchased at this price, in short, a nice price/Performance Telephone.","['Speedeslimat', 'convenience']",1673
"Smooth packaging fast shipping. I will interpret your performance after using it. Thanks to us and Trendyol. *** I have been using it since April. I think there is a focus problem on the camera. He has difficulty catching the objects I am trying to attract closely and he is blurred. There is something strange in colors. You don't use the charge so long, but one day it lasts. Telephone when you use it as charging and as wifi","['Speedeslimat', 'good -up']",1674
They don't give an unbreakable glass. Cargo came quickly. Thanks,['Speedeslimat'],1676
"The product came quickly and reliable. It was solid in the cargo package, thanks :)",['Speedeslimat'],1677
The product came faster than I expected. The packaging was also fine. I have been using it for a while. The only problem was that he did not have headphones and screen saver.,['Speedeslimat'],1678
"The product has reached my hand in 2 days, thank you very fast beautifully packaged seller reliable shopping 👍 I did not think it would be so fast thanks again","['Speedeslimat', 'good -up']",1680
"Fast Delivery Thanks SDCE came to my hand great because I am not used to the charging very 2 days gtmeyor battery savings, even though I am satisfied with the pleasure of see how to come to the future",['Speedeslimat'],1681
There is no need to pay for other phones with such features. I highly recommend it. Thank you to the seller for fast shipment.,['Speedeslimat'],1682
The phone was very nice very quickly transported beautifully packaged. You can get the screen protector and the sheath with a gonul comfort from inside,"['Speedeslimat', 'good -up']",1683
"He came the next day when I ordered the product. The cargo was super -speed. I wish the services in our country were so fast. We'il use the phone and see it, but it's extremely for now.",['Speedeslimat'],1684
"It came before the specified date, fast shipping, good packaging, very nice in the product, the charge lasts for a long time","['Speedeslimat', 'good -up']",1685
"Thanks to the company, fast shipping beautifully packaged KVK 10 out of 10 sellers you can get without hesitation","['Speedeslimat', 'good -up']",1687
"I ordered the product on Saturday. I received it on Tuesday. I got it quickly. The phone is very handy, the best price is in the train. Thanks.","['Speedeslimat', 'convenience']",1689
"The product has reached my hand without any problems in 1 day fast and beautiful cargo. Seriously, every company does not do this by taking care of it. Good deeds abundant gains.",['Speedeslimat'],1690
"It came very fast, the day I ordered the day I was shipped.",['Speedeslimat'],1691
"The phone was very nice and I got it by researching it. When it arrived, there was a 60 percent charging, now the first installations fell to half due to the updates. I don't know how to charge the charging performance in daily use, but visually beautiful. It's a very fast phone. I liked the camera very much, enough for me. Thank you very much for fast shipping to the seller. The packaging was quite careful. To these features","['Speedeslimat', 'convenience']",1692
"Cargo came very fast thank you to the seller. I was a LG G6 user and I chose this phone for a better experience of the screen and its features. If you are thinking of a phone in this price range, don't think more and get this phone.",['Speedeslimat'],1694
"The issue that requires you to pay particular attention is that the phone has come with a very good protection cover. If you hit the ground, it won't break again. Also thanks for so fast delivery",['Speedeslimat'],1695
The price of the product is both affordable and as it appears quick delivery Diyarbakira came in two days for now the number ten thanks Trendyol team.,"['Speedeslimat', 'convenience']",1700
"A very nice quality product cargo was fast and well packaged, although it was moving in a certain order, we did not break our request because we were working at the time we want","['Speedeslimat', 'good -up', 'your quality']",1702
timely delivery.,['Speedeslimat'],1703
"Some of them have created a wrong perception, but before that I used the iPhone 6. This phone is more useful and better in terms of feature, unlike the iPhone. I say this phone is inexplicable. Also thank the seller for timely delivery.",['Speedeslimat'],1706
I bought the product on Tuesday noon I bought it on the same day the next day was delivered in the morning.,['Speedeslimat'],1707
"Fast delivery, packaging is nice, Türkiye guaranteed phone. I bought the blue color, I think it is the most beautiful color that suits a phone. As Huaweı user, we liked Xiamoiyide I hope it will be long -lasting.","['Speedeslimat', 'good -up']",1708
"I had question marks in my head, but now I am very pleased. The product is very well packaged fast and reliable cargo. thanks..","['Speedeslimat', 'good -up']",1709
"First of all, a reliable site fast shipping attentive packaging and the phone get great features to use very high quality color price is nice","['Speedeslimat', 'good -up']",1710
"Delivery is fast, packaging is successful. It is nice to have a silicone sheath inside. I haven't started using it yet, but I don't feel it going. The blue color really burns.","['Speedeslimat', 'good -up']",1712
"A better phone than I expected, I recommend it to people to buy. IMEI registered. The charging time is long. A phone that gives the right to money. The seller is reliable. Fast shipping.",['Speedeslimat'],1713
The seller has sent gift pencils - Fast Shipping and Packaging Excellent 👌 I recommend the product very well.,['Speedeslimat'],1714
"Cargo is very fast packaging good, but the box is broken from a corner of the phone today we got it today, there is no good shortage of the camera","['Speedeslimat', 'good -up']",1716
The price of the product is both affordable and quality product also reached my hand cargo within 3 days fast and reliable thanks Trendyol👍🤩,"['Speedeslimat', 'convenience', 'your quality']",1717
"Careful packaging, fast shipping is a stylish phone is satisfied with the area negatively I can only say that applications and system covers more space","['Speedeslimat', 'good -up']",1719
"Delivery was very fast, the packaging was nice in 2 days.","['Speedeslimat', 'good -up']",1720
I have never had any problems so far. Cargo came quickly. The most logical choice that will know at this price. Thanks.,['Speedeslimat'],1721
"I ordered the product yesterday, I hope it will reach my hand as soon as possible with fast shipping. I took the process to my wife from the same company. I hope we won't regret it. I will update my score according to the shipping process and the incoming product. Edit: phones reached my hand yesterday. Thank you for good packaging and fast delivery, I am very pleased for now ..","['Speedeslimat', 'good -up']",1722
The phone is very nice fast sending and the quality I expect. It's not a big and rude phone. Only the seller is guaranteed this bad,['Speedeslimat'],1723
I would definitely recommend the phone very good features if you will get very good camera from trendyol I get it on Thursday at Thursday = 22 came at 11 am at 11 am fast shipping thanks trendyol,['Speedeslimat'],1725
"The product has reached in 4 days, I like it, I use smartphone for the first time, I hope I don't break it. I wish there was a guide to use Turkish, the warranty certificate was signed and the date was specified. The lack of technical service in Diyarbakır upset me, I will not choose the same brand if I experience hardware and software shortages. Thank you, regards.",['Speedeslimat'],1726
"Kargom came quickly, for now, I think the phone is very nice, I liked it very much, the best phone that can be bought at this price.",['Speedeslimat'],1728
On timely delivery was made 2 pieces of the product I am very satisfied with the product in vain water brand this brand do not give this brand xiaomi will be the world brand of the future now best selling wire according to this price performance,['Speedeslimat'],1730
"The product has reached my health, I gave in the campaign I gave the order 26.11.19 more today 07.12.19 Apart from that, the packaging came out as I wanted, thanks Trendyol 👍 A little faster shipping would not be bad.",['Speedeslimat'],1731
"The product came as I want, thank you fast shipping, and no headphones came out of the box, I suspected a little bit.",['Speedeslimat'],1732
"I gave the order like 10-11 December at night, I reached my hand on 6 December. I didn't expect it to come so fast, thank you for the fast shipment.",['Speedeslimat'],1733
"Fast shipping came in three days, the phone looks very stylish, but we didn't have a chance to use it, but according to me",['Speedeslimat'],1734
"I got the product on time, I got it in my hand at the time of the cargo, the packaging was nice. The phone is quite high quality, camera super update: 5-6 months later the phone became a curved state, for the first time we encountered something like this, I could not understand what it was caused, I am confused ☹️","['Speedeslimat', 'your quality']",1735
"Thanks, delivery was made smoothly and quite quickly. There is no problem with the first look at the product.",['Speedeslimat'],1738
"Fast shipping, beautiful packaging, solid phone👍👍👍","['Speedeslimat', 'good -up']",1740
The price of the product is both affordable and high quality device.Kargo fast in 1 day the product reached my hand.,"['Speedeslimat', 'convenience']",1741
Thank you very well packaged and came very fast,"['Speedeslimat', 'good -up']",1742
I have bought a quality product without any problems.,"['Speedeslimat', 'your quality']",1743
"Great packaged, fast shipment, thank you.",['Speedeslimat'],1746
Fast shipping. Beautiful packaging. The product is complete. Thanks trendyol 👍🏼,"['Speedeslimat', 'good -up']",1748
Fast Shipping Excellent Protected Package and Original Product 😍,['Speedeslimat'],1749
"In a short time, it came to Türkiye guaranteed beautiful",['Speedeslimat'],1750
Fast Delivery Careful Packaging Thanks Trendyol,"['Speedeslimat', 'good -up']",1751
Thank you for packaging and fast shipping,"['Speedeslimat', 'good -up']",1752
"I like the phone so much, I have a stylish stance, my cargo came quickly",['Speedeslimat'],1753
Fast shipping and fully described the product is a really reliable seller thanks trendyol,['Speedeslimat'],1754
Fast Delivery has arrived firmly,['Speedeslimat'],1756
The product has reached very quickly and is very well packaged. Don't miss it.,"['Speedeslimat', 'good -up']",1759
"The product came as soon as possible, thank you",['Speedeslimat'],1760
Fast Delivery Beautiful Packaging Product You can get it without fear of guaranteed and postpaid ...,"['Speedeslimat', 'good -up']",1762
"From the best phones you can find at this price, it also came early than I expected cargo",['Speedeslimat'],1763
The price of the product is both affordable and fast delivery in a solid packaged way,"['Speedeslimat', 'convenience']",1764
The product is quality. He came without any problems. Shipping fast,"['Speedeslimat', 'your quality']",1765
Fast Delivery Trusted SELLER PACKAGING BEAUTIFUL,"['Speedeslimat', 'good -up']",1766
"The product reached my hand quickly, the packaging was also very good thanks thanks",['Speedeslimat'],1767
"perfectly missing, I would recommend cargo fast solid goods",['Speedeslimat'],1769
A great product has reached my hand quickly. Let anyone take without thinking,['Speedeslimat'],1770
"It was a quick delivery. The product has arrived as expected, damaged packaging is nice 👍",['Speedeslimat'],1771
"The product came very firm and very fast, I ordered the night I reached my hand the next day",['Speedeslimat'],1772
Thank you for nice packaging and fast shipping.,"['Speedeslimat', 'good -up']",1773
It came faster than we expected. It was nice to pack.,"['Speedeslimat', 'good -up']",1774
The product has reached my hand in a very short time.,['Speedeslimat'],1775
Very fast delivery. The product is well packaged. You can choose safely,"['Speedeslimat', 'good -up']",1776
Fast shipping packaging is a very stylish device made with meticulous thanks tirentyol,['Speedeslimat'],1778
"Fast shipping, packaging attentive, thank you.","['Speedeslimat', 'good -up']",1779
Both very fast shipping was provided and a nice phone at this price with its features 👍,['Speedeslimat'],1780
The product reached us after 1 day. Thanks for fast shipping. The phone is very good.,['Speedeslimat'],1781
It has reached us as the selected product and fast shipping. I recommend.,['Speedeslimat'],1782
Excellent product I recommend everyone fast shipping packaging good thanks trendyol,['Speedeslimat'],1788
The product reached my hand very quickly.,"['Speedeslimat', 'good -up']",1789
"The product has come as described, there is no problem right now, thank you very much to the company for fast shipping.",['Speedeslimat'],1790
Product Super Price and Quality ... Cargo Good Arrived Early,['Speedeslimat'],1791
The device reached my hand fast thanks seller company interest relevance super 👍,['Speedeslimat'],1792
"Fast Delivery Original Product Affordable Price I have been using it for 2 days, no problem","['Speedeslimat', 'convenience']",1794
"Legendary, fast shipment, something in your mind is KVK guaranteed",['Speedeslimat'],1795
The phone was very nice.,['Speedeslimat'],1796
Gorgeous packaging very fast shipping happy shopping.,"['Speedeslimat', 'good -up']",1797
The product reached my hand in a week thanks for fast shipping thanks,['Speedeslimat'],1799
Delivery in 1 day. Very well packaged. incredible speed. Thank you.,"['Speedeslimat', 'good -up']",1800
The product came very nice output came quickly on the cargo,['Speedeslimat'],1801
Fast shipping good packaging best opportunity thanks,"['Speedeslimat', 'good -up']",1802
The product reached 2 days but there is no headphones,['Speedeslimat'],1804
I have reached my hand in 5 days packaging good phone is beyond great thanks trendyol thank you betpa digital,"['Speedeslimat', 'good -up']",1805
The price of the product is suitable for quality. Thanks for fast shipping and beautiful packaging.,"['Speedeslimat', 'good -up']",1807
It's a great phone. Cargo came quickly. Packaging was also very good. I would definitely recommend,['Speedeslimat'],1808
The product is described as described fast shipping seller. Thanks.,['Speedeslimat'],1809
I am very pleased with the product. The seller has sent carefully.,['Speedeslimat'],1810
Fast Shipping Fast Delivery Beautiful Packaging,"['Speedeslimat', 'good -up']",1811
"We did not try the product we have reached, but thanks for the fast shipment and interest",['Speedeslimat'],1812
"The product reached my hand quickly, I did not have the IMEI problem, the device came complete and error -free",['Speedeslimat'],1815
"First of all, the cargo came quickly, I would recommend it to everyone without any trouble.",['Speedeslimat'],1816
The product has arrived in a short time.,['Speedeslimat'],1818
super packing.,"['Speedeslimat', 'good -up']",1819
"The product came as soon as possible and I see it by seeing it, there was no problem.",['Speedeslimat'],1821
Wonderful. Cargo came quickly. It was also good to pack.,"['Speedeslimat', 'good -up']",1822
Packaging nice fast sending I recommend it number ten number,"['Speedeslimat', 'good -up']",1824
Very good . He came quickly and came very well packaged and it came as he appeared. Thank you .,"['Speedeslimat', 'good -up']",1825
Fast shipment Gempa guaranteed at an affordable price,"['Speedeslimat', 'convenience']",1826
The product is described as described fast shipping seller.,['Speedeslimat'],1827
Beautiful packaging fast shipping phone is great,"['Speedeslimat', 'good -up']",1828
The price of the product is affordable and very nice cargo reached my hand in 3 days thanks Trendyol 🙂,"['Speedeslimat', 'convenience']",1829
He came on time. The phone is more suitable than the market prices,['Speedeslimat'],1830
Affordable and came early thanks,"['Speedeslimat', 'convenience']",1831
quick shipment,['Speedeslimat'],1832
"It is trustworthy, it came immediately",['Speedeslimat'],1833
Fast Shipping Packaging Beautiful,"['Speedeslimat', 'good -up']",1834
Beautifully packaged and fast shipping,"['Speedeslimat', 'good -up']",1835
FAST Shipping Original Product,['Speedeslimat'],1836
The product came fast thank you,['Speedeslimat'],1837
The product arrived on time. As I expected,['Speedeslimat'],1839
FAST DELIVERY POINTED well,"['Speedeslimat', 'good -up']",1840
Original very fast shipping. thanks,['Speedeslimat'],1841
thanks fast shipping trusted seller,['Speedeslimat'],1842
Fast shipment. Packaging beautiful,['Speedeslimat'],1843
"Clean product, fast shipment, so super ...",['Speedeslimat'],1844
Beautiful packaging fast shipping,"['Speedeslimat', 'good -up']",1845
"The product came very fast, cargo is good",['Speedeslimat'],1846
Packaging is great .. Fast delivery,"['Speedeslimat', 'good -up']",1847
"Cargo reached my hand fast thanks,",['Speedeslimat'],1848
Fast Shipping Beautiful Packaging,"['Speedeslimat', 'good -up']",1849
"Fast shipping, the product came early. Tşk",['Speedeslimat'],1850
Fast Cargo Beautiful Packaging,"['Speedeslimat', 'good -up']",1851
Quick Shipping Arrived,['Speedeslimat'],1852
It was nice to box. Delivery fast.,['Speedeslimat'],1854
Fast Shipping Quality Original Product,['Speedeslimat'],1856
Very fast shipping came thank you,['Speedeslimat'],1857
"The charge was going very well when it first came, 3 days at least now I wear charging 3 times a day",['good -up'],1862
"It reached me with a very nice packaging, a very stylish phone, I started to use it very much that it was 1 week since I started using it, and while I was talking to the other side, I started to hear that my own voice came to me again. I can say I regretted it.",['good -up'],1866
"I bought the product now I will not comment on the phone already have any reviews. The packaging was nice, but there was no deformation in the box, but the phone should be extremely wet looking out of the moist sellers had more affordable price, I could not reach any seller by phone :) I preferred for your interest every time I called Betpa and received positive answers.","['good -up', 'convenience']",1867
"With its absolutely unopened box, the original product. I hope it will help those who doubt in your mind. It was packed very well and came before it was full of 24 hours, thanks. I will make my user comment in a few days",['good -up'],1869
"I bought the product from the phone world. The next day, the cargo reached my hand. It was very nice to pack. I just started using the phone. A nice phone in general. I am satisfied for now.",['good -up'],1870
It came out better than we expected and very well packaged and thank you for a sheath gift,['good -up'],1871
"We liked the phone very much. The packaging was very good, there was a phone case. Thanks.",['good -up'],1873
"Beautiful packaging. It came solid. There is a warranty certificate. You can order comfortably thanks to you, thanks",['good -up'],1875
"I ordered the product that is already certain on Friday, I ordered on Monday and Wednesday was very fast and well packaged.",['good -up'],1877
"I like the product very much, the packaging was very nice.",['good -up'],1878
"I bought it to my mother, the packaging was good. Product price performance product camera operating system and memory is sufficient. It is worth it at this price.",['good -up'],1882
I reached my hand in a short time. Packaging is fine. We will evaluate the performance when you start using the phone.,['good -up'],1886
"Product and packaging very successful 1 month I thought I researched myself, my wife has confiscated :) Don't think get it",['good -up'],1887
"I bought a gift to my mother for now, it is very nice in the color of the pleasant headphones, but they put a gift case packaging was very nice",['good -up'],1888
"The phone is great as a camera, the image quality is very clear. I would definitely recommend it very nice in terms of use. It came to everything that can be taken safely and very well packaged 👍🏻",['good -up'],1889
I bought my phone today.,['good -up'],1893
"The day I bought the product immediately shipped quickly the next day I reached my hand. The packaging was very careful. I hope it will be long -lasting, I bought it at a more affordable price than the market, thank you very much :)","['good -up', 'convenience']",1894
"I bought two of my brothers and sisters were packaged very well, it was a few months since we had never encountered any problems.",['good -up'],1895
I got it before I expected the product. It was good to pack. I always think that people who do their job honest and good deserve two lines of assessment.,['good -up'],1901
He came well packaged. I got it in two days. The phone is quite useful. I think the best quality phone that can be purchased at this price.,['good -up'],1902
definitely very well packaged and very successful phone seller I thank you in the pen in the pen.,['good -up'],1906
"The day after ordering, I got it. The packaging was fine. It would have been better if the headset just came out of it. I use the blue color and I don't need a sheath, because the exterior design is also very nice :)",['good -up'],1907
"The phone was a phone that I was already investigating. Immediately, I was shipped, I reached my hand without any problems and was packed very carefully.",['good -up'],1909
"It was well packaged and delivered intact. I haven't started using the phone yet, but it looks very nice 👍🏻",['good -up'],1911
Number ten 5 stars. There is also a guarantee. The case came out of the box. I say get your money directly from here.,['good -up'],1915
"I bought the product from the telephone world, the packaging was very good in 2 days. I installed MiUI 11 update after installation, there is no problem, thanks ..",['good -up'],1917
"I took it to my son. It came well packaged smoothly. Apart from the lack of headset, we liked the phone very much. We will see your performance when you use it.",['good -up'],1918
"I bought it with a wonderful Friday discount, even though it has come late, good packaged good product shortage, thank you",['good -up'],1919
"I have been using the product for 2 days, I think it is very successful, I also thank the seller.",['good -up'],1920
"The product came as it seems, the packaging is very nice, thank you. Only the cargo process was a little long, I think the room was excessively stacked.",['good -up'],1921
"Betpa Digitale Thank you for great packaging. He really takes care of customer satisfaction. When it comes to the product, I say that it is inevitable ... A really tremendous product. Everyone around me is looking at the phone, especially me ...",['good -up'],1922
The product sounded extremely good. The packaging was fine. Thank you very much for the gift phone case.,['good -up'],1923
The package of the product was very good. I don't even need to make a great comment anyway.,['good -up'],1924
"If anyone thinks to buy friends, I bought it, I bought it really as I expected, the packaging was very nice, thank you, there was only one problem, the cargo delay is not another problem",['good -up'],1926
NO PROBLEM IN THE BEAUTIFUL PACKAGE DEVICE PERFECT FULL PRICE PERFORMANCE DEVICE SELLER Thank you very successful.,['good -up'],1928
"The product I bought on Monday due to the intensity experienced in the trendy was on Saturday. Paileting was good, the product content was complete and there was an invoice, I can't comment without using the phone for buying a gift, but as far as I see when I am doing the installation, it is a very nice device.",['good -up'],1929
The product was really affordable and described. You can get it without thinking. I think it could be better to pack.,"['good -up', 'convenience']",1931
A very nice and useful phone shipping and packaging was very good,['good -up'],1933
It was very good for packaging.,['good -up'],1934
Very well packaged thanks Trentyol,['good -up'],1937
"I bought my product now, reliable packaging nice tşk",['good -up'],1940
"Packaging was very good, we liked the product, I use it fondly",['good -up'],1941
I got it smoothly. Packaging is nice very careful.,['good -up'],1942
"I have been using the product for 9 months, I haven't had the slightest muscle problem. It was very well packaged.",['good -up'],1943
It was wrapped with a sponge and packaged well thanks,['good -up'],1946
"Beautifully packaged trouble -free product. The only lack of 1 container came out, only two should be.",['good -up'],1949
"I reached my hand in 28 hours, the packaging is very nice thanks",['good -up'],1950
The packaging of the product is nice. As I expected. I am waiting for the discount to continue,['good -up'],1951
Mamül beautiful packaging is very nice.,['good -up'],1952
"very well packaged, thank you well.",['good -up'],1953
"Product packaging was very good, you can shop safely with the bill guarantee",['good -up'],1954
Very Gusel Sağlam Packaging Trendyol,['good -up'],1957
"I reached my hand in 16 hours, well packaged thanks",['good -up'],1959
Very good on the packaged phone very well,['good -up'],1961
Product packaging is excellent! This is the important thing ...,['good -up'],1962
"Packaging was nice, thank you",['good -up'],1967
The product is carefully packaged and I reached my hand without 24 hours. Thanks for your interest,['good -up'],1969
Take a perfect phone without thinking. Also very well packaged,['good -up'],1972
"The phone came the next day after the phone was shipped, the packaging is great",['good -up'],1973
I recommend it very suitable packaging in terms of price,['good -up'],1974
Ultra Fast Kargoooooo. Excellent Packaging Thanks Trendyollll,['good -up'],1977
The product is great !!! I got it in 1 day. The packaging was fine. Thanks to the sender company.,['good -up'],1978
It came in a very nice way and I recommend it very nice packaging guaranteed,['good -up'],1980
"The product reached my hand in 3 days, except that there was no headphones, everything is good.",['good -up'],1982
"My device came, very nice packaged device is very beautiful",['good -up'],1983
The product was sent on time. The packaging was very good. Thanks,['good -up'],1985
"The packaging is beautiful, a silicone sheath gift came from it, but no headphones are too strange",['good -up'],1986
Fast and beautifully packaged. Product color is very nice..Thanks,['good -up'],1987
Note 8 bi great very well packaged thanks,['good -up'],1988
"The product is very well packaged, thank you, we didn't have any problems.",['good -up'],1989
Thank you for a nice package and early cargo,['good -up'],1991
The phone came in a very nice packaged way.,['good -up'],1993
I would like to thank the stamped seller at the warranty certificate.,['good -up'],1994
It was given to the shipping immediately. Very careful package was made. The phone looks very good for now.,['good -up'],1995
The phone is beautiful but occasionally freezes.,['good -up'],1996
I have reached the quality well -packed clean thanks to my hands current digital and trendyol,['good -up'],1998
Early Delivery Beautiful Packaging Thanks,['good -up'],2000
"Thanks for my product, my hand -free transport packaging is ozen and it is provided for everything 👍",['good -up'],2002
Shipping was fast and packed carefully ..,['good -up'],2003
Shipping and packaging is very nice super thank you on the phone,['good -up'],2004
Reliable packaging very well thanks ..,['good -up'],2005
I bought it from the store with the future shipping and packaging was nice thanks ...,['good -up'],2018
"The product is very high quality, packaging is very good. I bought it at very affordable price. Thank you","['good -up', 'convenience', 'your quality']",2019
Beautifully packaged and has reached our complete hands,['good -up'],2021
The product appears. thanks.,['good -up'],2022
"The product was fine on number ten number, the phone has a premium feeling beautiful fluent device.",['good -up'],2023
"Very quality was very well packaged now, I will open it now",['good -up'],2024
"I have reached my hand in 6 days, God bless you very well and very solid thank you 🤗",['good -up'],2025
We started to use the wonderful packaging was also very careful,['good -up'],2026
"I bought the product, very nice packaging is also very good",['good -up'],2029
"It came in a very good way, but it came in 2 weeks, the packaging was fine :)",['good -up'],2030
I reached my hand very quickly and very well packaged. Original product thanks.,['good -up'],2035
The packaging was very careful and we got it very quickly.,['good -up'],2036
My product has arrived phone ten number packaging excellent thanks phone world,['good -up'],2037
